1 66	2.1449101282656257e-05 0.0007451564828614009
44 41 106 12	0.03275109170305677 0.0037257824143070045
44 41 106 39	0.0361328125 0.0037257824143070045
44 41 106 40	0.023305844388669773 0.0037257824143070045
44 43 81 12	0.037037037037037035 0.0022354694485842027
44 43 81 39	0.042105263157894736 0.0014903129657228018
44 43 108 12	0.04285714285714286 0.0037257824143070045
44 43 108 39	0.02413793103448276 0.0029806259314456036
44 43 108 40	0.007142857142857143 0.0022354694485842027
44 43 110 12	0.03571428571428571 0.0007451564828614009
44 44 20 95	0.001881603705311912 0.0029806259314456036
44 44 20 117	0.0136986301369863 0.0014903129657228018
44 44 109 12	0.13713713713713713 0.020119225037257823
44 44 109 39	0.029585798816568046 0.005961251862891207
44 44 109 40	0.10223642172523961 0.005216095380029807
44 45 110 12	0.019421487603305785 0.010432190760059613
44 45 110 20	0.01928726529569549 0.0022354694485842027
44 45 110 39	0.0061952251435479 0.007451564828614009
44 45 110 40	0.003840911906826911 0.009687034277198211
44 46 102 12	0.011320754716981131 0.0014903129657228018
44 46 102 39	0.03949044585987261 0.004470938897168405
44 46 111 12	0.017472498847857013 0.05290611028315946
44 46 111 20	0.00663370801122815 0.0037257824143070045
44 46 111 39	0.013750279512186731 0.03576751117734724
44 46 111 40	0.00872361582239649 0.045454545454545456
44 46 111 43	0.00013872764842033018 0.0007451564828614009
44 46 111 53	0.00502092050209205 0.0014903129657228018
44 46 111 57	0.0004546511873797289 0.00894187779433681
44 51 87 12	0.011594202898550725 0.0029806259314456036
44 51 87 40	0.013921113689095127 0.0022354694485842027
44 51 116 12	0.02355512384652744 0.01788375558867362
44 51 116 20	0.005496726214533991 0.0014903129657228018
44 51 116 39	0.02582866982350409 0.011177347242921014
44 51 116 40	0.007554716142650817 0.012667660208643815
44 57 99 95	0.018518518518518517 0.0007451564828614009
44 58 40	0.2222222222222222 0.0014903129657228018
44 63 128 12	0.02608695652173913 0.0014903129657228018
44 63 128 39	0.023076923076923078 0.0014903129657228018
44 63 128 40	0.004672897196261682 0.0007451564828614009
44 73 109 12	0.5 0.0007451564828614009
44 79 75 53	0.5 0.0007451564828614009
44 102 20 18	0.0291646070192783 0.0007451564828614009
44 102 20 83	0.029107054760730142 0.0007451564828614009
44 109 10 28	0.10526315789473684 0.0022354694485842027
44 109 12	0.47048300536672627 0.06184798807749627
44 109 20 34	0.050518134715025906 0.005961251862891207
44 109 33 53	0.5 0.0007451564828614009
44 109 39	0.1015625 0.0067064083457526085
44 109 40	0.23734177215189872 0.01639344262295082
44 109 44 12	0.0705317577548006 0.01788375558867362
44 109 44 39	0.0506265664160401 0.00819672131147541
44 109 44 40	0.01018149623727313 0.005961251862891207
44 109 45 28	0.16666666666666666 0.0037257824143070045
44 109 88 39	0.25 0.0029806259314456036
44 109 109 12	0.12353923205342238 0.020119225037257823
44 109 109 39	0.03155339805825243 0.005961251862891207
44 109 109 40	0.05439330543933055 0.005216095380029807
44 123 39	0.5 0.0007451564828614009
45 0 20 95	0.013888888888888888 0.0007451564828614009
45 6 71 12	0.060810810810810814 0.0029806259314456036
45 6 71 39	0.02631578947368421 0.0014903129657228018
45 6 71 40	0.021604938271604937 0.0014903129657228018
45 6 71 53	0.12408759124087591 0.0022354694485842027
45 10 75 12	0.1518987341772152 0.0029806259314456036
45 10 75 53	0.09090909090909091 0.0029806259314456036
45 28	0.16129032258064516 0.0037257824143070045
45 28 30 95	0.006125574272588055 0.005216095380029807
45 28 77 12	0.0837138508371385 0.005961251862891207
45 28 99 34	0.0759493670886076 0.0029806259314456036
45 28 104 39	0.06368544925931054 0.0037257824143070045
45 28 104 40	0.022113022113022112 0.0067064083457526085
45 28 105 40	0.07961538461538462 0.0037257824143070045
45 28 126 61	0.006944444444444444 0.0014903129657228018
45 30	0.05263157894736842 0.0014903129657228018
45 30 83 34	0.0021231422505307855 0.0022354694485842027
45 30 83 83	0.008581251771149032 0.0029806259314456036
45 30 85 12	0.08350730688935282 0.011922503725782414
45 30 85 20	0.06339381535927321 0.0037257824143070045
45 30 85 39	0.05224078493768231 0.011177347242921014
45 30 85 40	0.04423776789324707 0.012667660208643815
45 30 86 61	0.014241486068111455 0.004470938897168405
45 30 95	0.003450920245398773 0.005961251862891207
45 30 95 28	0.07142857142857142 0.004470938897168405
45 30 95 30	0.04319775596072931 0.0014903129657228018
45 30 95 56	0.013071895424836602 0.0014903129657228018
45 32 28 27	0.009523809523809525 0.0007451564828614009
45 32 52 27	0.009523809523809525 0.0007451564828614009
45 37 102 53	1.0 0.0007451564828614009
45 37 111 40	0.0365622032288699 0.0007451564828614009
45 45 28 27	0.009523809523809525 0.0007451564828614009
45 45 110 28	0.058823529411764705 0.0014903129657228018
45 52	0.10416666666666667 0.0037257824143070045
45 52 27	0.009009009009009009 0.0007451564828614009
45 52 52 117	0.05343511450381679 0.0037257824143070045
45 52 77 12	0.08075370121130551 0.005961251862891207
45 52 77 40	0.05304518664047151 0.005216095380029807
45 52 93 28	0.12371134020618557 0.0037257824143070045
45 52 99 95	0.005673758865248227 0.0037257824143070045
45 52 104 12	0.05803571428571429 0.004470938897168405
45 52 104 39	0.08846067162497183 0.0037257824143070045
45 52 104 40	0.030379041248606464 0.0067064083457526085
45 52 105 39	0.05395864851235502 0.005216095380029807
45 52 105 40	0.12386706948640483 0.0037257824143070045
45 52 117 52	0.065 0.0037257824143070045
45 52 122 57	0.208955223880597 0.0029806259314456036
45 52 126 61	0.04591629418935392 0.0014903129657228018
45 53	0.38461538461538464 0.0037257824143070045
45 53 77 12	0.7543859649122807 0.004470938897168405
45 53 77 40	0.16216216216216217 0.0022354694485842027
45 53 99 34	0.6363636363636364 0.0014903129657228018
45 53 104 39	0.9835680751173709 0.0037257824143070045
45 53 104 40	0.29775280898876405 0.0014903129657228018
45 53 105 12	0.25 0.0022354694485842027
45 53 105 39	0.4732142857142857 0.0014903129657228018
45 53 105 40	0.9360146252285192 0.0022354694485842027
45 53 117 52	1.0 0.0014903129657228018
45 53 118 53	0.7758620689655172 0.0037257824143070045
45 53 122 57	1.0 0.0029806259314456036
45 53 126 61	0.5873015873015873 0.0007451564828614009
45 81 12	0.3076923076923077 0.0022354694485842027
45 108 12	0.2727272727272727 0.004470938897168405
45 108 20	0.025 0.0014903129657228018
45 108 43 28	0.058823529411764705 0.0014903129657228018
45 110 8 12	0.020155038759689922 0.005216095380029807
45 110 8 39	0.024423337856173677 0.007451564828614009
45 110 8 40	0.0296028880866426 0.00819672131147541
45 110 12	0.057753357753357756 0.13785394932935915
45 110 12 27	0.007943988151339707 0.012667660208643815
45 110 12 34	0.0011732499022291747 0.0014903129657228018
45 110 12 92	0.007521672616012239 0.012667660208643815
45 110 12 95	0.0001292186967707073 0.0037257824143070045
45 110 12 117	0.000452147701582517 0.0022354694485842027
45 110 16 52	0.027491408934707903 0.005961251862891207
45 110 20	0.024240383806076928 0.013412816691505217
45 110 20 18	0.006302486981844071 0.010432190760059613
45 110 20 27	0.006852554505723501 0.00819672131147541
45 110 20 34	0.004932598039215686 0.014157973174366617
45 110 20 83	0.006341328986605689 0.010432190760059613
45 110 20 92	0.006247646269276451 0.00819672131147541
45 110 20 95	0.00022414218200690012 0.029806259314456036
45 110 20 117	0.00477274163980024 0.00819672131147541
45 110 23 12	0.02741514360313316 0.01564828614008942
45 110 23 39	0.02733485193621868 0.00819672131147541
45 110 23 40	0.015170670037926675 0.005961251862891207
45 110 35 80	0.0001515733153876084 0.011922503725782414
45 110 39	0.021707602339181287 0.05439642324888227
45 110 39 27	0.0046055563809240824 0.0067064083457526085
45 110 39 30	0.004499217527386541 0.00819672131147541
45 110 39 52	0.0060502433250032885 0.005216095380029807
45 110 39 92	0.0037673130193905816 0.0067064083457526085
45 110 39 99	0.012173444653918664 0.011922503725782414
45 110 39 121	0.002154328241284763 0.0029806259314456036
45 110 40	0.011684186644483098 0.05588673621460507
45 110 40 27	0.002241171968951569 0.011177347242921014
45 110 40 30	0.00397665874216555 0.010432190760059613
45 110 40 52	0.0026394152680021656 0.005961251862891207
45 110 40 92	0.0038403653536768904 0.005961251862891207
45 110 40 99	0.008696192310081372 0.011922503725782414
45 110 43 52	0.040293040293040296 0.0037257824143070045
45 110 44 12	0.017106652587117212 0.02384500745156483
45 110 44 39	0.00787878787878788 0.014157973174366617
45 110 44 40	0.007330482590103849 0.012667660208643815
45 110 45 28	0.029206813489332416 0.009687034277198211
45 110 45 30	0.011529357868214095 0.00819672131147541
45 110 45 52	0.02336950041731251 0.012667660208643815
45 110 45 53	0.001569365976145637 0.0037257824143070045
45 110 57	0.0014239482200647249 0.0067064083457526085
45 110 57 27	0.0010857763300760044 0.0007451564828614009
45 110 58 39	0.020689655172413793 0.004470938897168405
45 110 58 40	0.026963657678780773 0.010432190760059613
45 110 65 28	0.015665796344647518 0.0014903129657228018
45 110 67 61	0.01306970509383378 0.02459016393442623
45 110 69 61	0.015080113100848256 0.00894187779433681
45 110 73 12	0.020155038759689922 0.005216095380029807
45 110 73 39	0.024623803009575923 0.007451564828614009
45 110 73 40	0.0296028880866426 0.00819672131147541
45 110 88 12	0.02741514360313316 0.01564828614008942
45 110 88 39	0.025236593059936908 0.00819672131147541
45 110 88 40	0.013888888888888888 0.005961251862891207
45 110 109 12	0.022126022126022125 0.01564828614008942
45 110 109 39	0.01609086606720303 0.00894187779433681
45 110 109 40	0.004812319538017324 0.0067064083457526085
45 110 121 27	0.002702702702702703 0.0007451564828614009
45 110 123 39	0.013779527559055118 0.0037257824143070045
46 71 35 80	0.0003056234718826406 0.005961251862891207
46 71 39	0.08333333333333333 0.005216095380029807
46 102 8 12	0.04591836734693878 0.005216095380029807
46 102 8 40	0.021806853582554516 0.004470938897168405
46 102 10 28	0.03968253968253968 0.0037257824143070045
46 102 12	0.012875536480686695 0.00894187779433681
46 102 20	0.0026980150317980345 0.007451564828614009
46 102 20 18	0.0015072239651222627 0.039493293591654245
46 102 20 34	0.014401772525849335 0.028315946348733235
46 102 20 83	0.0014903014179817652 0.039493293591654245
46 102 20 95	0.00026109572040378283 0.03502235469448584
46 102 23 40	0.007874015748031496 0.0014903129657228018
46 102 35 80	0.00015967289440697188 0.042473919523099854
46 102 39	0.01014786894752102 0.01713859910581222
46 102 39 27	0.001443001443001443 0.0022354694485842027
46 102 39 92	0.002033898305084746 0.0022354694485842027
46 102 40	0.007875647668393783 0.02533532041728763
46 102 40 27	0.0006749915626054674 0.0014903129657228018
46 102 40 52	0.000997506234413965 0.0029806259314456036
46 102 43 28	0.05656108597285068 0.018628912071535022
46 102 44 12	0.05555555555555555 0.0029806259314456036
46 102 44 40	0.007936507936507936 0.0007451564828614009
46 102 45 52	0.04424778761061947 0.0037257824143070045
46 102 57	0.007186858316221766 0.005216095380029807
46 102 57 27	0.009836065573770493 0.0022354694485842027
46 102 57 92	0.012145748987854251 0.0022354694485842027
46 102 73 12	0.04591836734693878 0.005216095380029807
46 102 73 40	0.021806853582554516 0.004470938897168405
46 102 109 12	0.06666666666666667 0.0007451564828614009
46 111 1 95	0.00024262275194856397 0.009687034277198211
46 111 6	1.4887022387104265e-06 0.0007451564828614009
46 111 8 12	0.016340621403912542 0.05141579731743666
46 111 8 39	0.007178383717238703 0.09761549925484352
46 111 8 40	0.007835323122646448 0.13487332339791355
46 111 8 53	0.0027598896044158236 0.0007451564828614009
46 111 8 57	0.000444926448096549 0.0067064083457526085
46 111 10 28	0.032628561687011615 0.1453055141579732
46 111 10 52	0.056105610561056105 0.0067064083457526085
46 111 10 53	0.041725927704612205 0.06110283159463487
46 111 12	0.025224467159426663 0.9321907600596125
46 111 12 18	0.009961778350018057 0.05737704918032787
46 111 12 27	0.006439048027284418 0.07228017883755589
46 111 12 30	0.000798321056746636 0.03576751117734724
46 111 12 34	0.01624442677911036 0.07824143070044709
46 111 12 52	0.0014870776211099895 0.03278688524590164
46 111 12 56	0.00028565307434121257 0.0014903129657228018
46 111 12 83	0.00967998144783456 0.05588673621460507
46 111 12 92	0.00651417828607238 0.07302533532041729
46 111 12 95	0.00010993843447669306 0.05737704918032787
46 111 12 99	0.0020613854264436276 0.043219076005961254
46 111 12 117	0.0005014650466051365 0.07526080476900149
46 111 12 121	4.600980008741862e-05 0.0029806259314456036
46 111 16 28	0.02935136060243026 0.07228017883755589
46 111 16 52	0.014579157204884868 0.12667660208643816
46 111 20	0.0059398066241869 0.07153502235469449
46 111 20 18	0.0022972852724784105 0.07302533532041729
46 111 20 27	0.003513517504824164 0.05216095380029806
46 111 20 34	0.015239275658636321 0.16691505216095381
46 111 20 52	6.282525156277813e-05 0.0014903129657228018
46 111 20 56	0.0001441854802017315 0.005216095380029807
46 111 20 83	0.0023600112188141746 0.06482861400894188
46 111 20 92	0.0022266127243457845 0.04992548435171386
46 111 20 95	0.00014874291040457147 0.2600596125186289
46 111 20 117	0.0051017239773264375 0.11400894187779434
46 111 20 121	0.0006150349299729251 0.0007451564828614009
46 111 23 12	0.02033787108413974 0.11698956780923994
46 111 23 39	0.010067009505999688 0.08643815201192251
46 111 23 40	0.010681757687277946 0.19299552906110284
46 111 23 57	0.0006277901785714286 0.005961251862891207
46 111 33 53	0.0065040650406504065 0.007451564828614009
46 111 35	4.5151863778633053e-07 0.0007451564828614009
46 111 35 80	9.43788796315963e-05 0.09463487332339791
46 111 37 80	0.00018048241888907762 0.00819672131147541
46 111 37 95	0.001624548736462094 0.018628912071535022
46 111 39	0.010886399541064998 0.5737704918032787
46 111 39 18	0.001904243706035199 0.05439642324888227
46 111 39 27	0.0013469251653923412 0.07749627421758569
46 111 39 30	0.0008581502338665015 0.044709388971684055
46 111 39 33	0.0002607357964174902 0.0014903129657228018
46 111 39 34	0.013306334972519526 0.07004470938897168
46 111 39 52	0.001248062099939367 0.04769001490312966
46 111 39 56	0.00023679314427468005 0.0029806259314456036
46 111 39 83	0.001925477484933779 0.05365126676602087
46 111 39 92	0.001543633307590969 0.07675111773472429
46 111 39 95	0.00010211134107173417 0.07749627421758569
46 111 39 99	0.0020940437396327186 0.05141579731743666
46 111 39 117	4.070713814111773e-05 0.06780923994038748
46 111 39 121	8.336324375644039e-05 0.007451564828614009
46 111 40	0.007444552106142566 0.680327868852459
46 111 40 18	0.001979554190952412 0.05812220566318927
46 111 40 27	0.0018133416887294617 0.1497764530551416
46 111 40 30	0.0007280907200265462 0.04769001490312966
46 111 40 34	0.02326241134751773 0.07600596125186289
46 111 40 52	0.00110657493244208 0.03502235469448584
46 111 40 56	0.00020526217577906326 0.005961251862891207
46 111 40 83	0.002023441853767246 0.05663189269746647
46 111 40 92	0.001984668390357032 0.12965722801788376
46 111 40 95	0.00016133118914530667 0.07377049180327869
46 111 40 99	0.0018820138530549933 0.05365126676602087
46 111 40 117	0.0001348168254163593 0.08569299552906111
46 111 40 121	4.06253707065077e-05 0.005216095380029807
46 111 43	1.5125847047434657e-05 0.0022354694485842027
46 111 43 21	0.02818334131163236 0.013412816691505217
46 111 43 28	0.02296983758700696 0.08196721311475409
46 111 43 52	0.014547658736172147 0.03427719821162444
46 111 43 53	0.02100271002710027 0.011177347242921014
46 111 43 56	0.0067061143984220905 0.0067064083457526085
46 111 43 110	0.0006367695518506175 0.04918032786885246
46 111 44 12	0.023921593913211685 0.11549925484351714
46 111 44 20	0.008883156955861437 0.023099850968703428
46 111 44 39	0.026442896253923032 0.11177347242921014
46 111 44 40	0.010673657600299612 0.08494783904619971
46 111 45 28	0.02426147922726432 0.09239940387481371
46 111 45 30	0.006219336604095563 0.029061102831594635
46 111 45 52	0.022135201088404034 0.08941877794336811
46 111 45 53	0.008666148877897233 0.06557377049180328
46 111 46 121	0.026912181303116147 0.0067064083457526085
46 111 50 12	0.01795063575168287 0.07973174366616989
46 111 50 39	0.02117789431222267 0.05067064083457526
46 111 50 40	0.012102367854580244 0.10134128166915052
46 111 50 57	0.0004636068613815484 0.0007451564828614009
46 111 51 80	0.00047460844803037496 0.0007451564828614009
46 111 53	0.007545494895694629 0.029806259314456036
46 111 53 52	0.0008428150021070375 0.0007451564828614009
46 111 53 117	0.004167123588112731 0.023099850968703428
46 111 56 12	0.016129032258064516 0.0037257824143070045
46 111 56 40	0.006535947712418301 0.0037257824143070045
46 111 57	0.0006726220723142373 0.08941877794336811
46 111 57 18	0.005023629064095135 0.044709388971684055
46 111 57 27	0.002160008976660682 0.021609538002980627
46 111 57 34	0.01706924315619968 0.046199701937406856
46 111 57 52	0.0012799726939158632 0.013412816691505217
46 111 57 83	0.005017400723685727 0.044709388971684055
46 111 57 92	0.002475578750167269 0.020864381520119227
46 111 57 95	0.00019375484387109678 0.01639344262295082
46 111 57 99	0.002876706778493578 0.02608047690014903
46 111 57 117	0.0007663618249629592 0.03129657228017884
46 111 58 12	0.020037909558624424 0.07228017883755589
46 111 58 39	0.013894005578653754 0.08569299552906111
46 111 58 40	0.015431353613391277 0.14083457526080476
46 111 63 34	0.053821800090456805 0.00819672131147541
46 111 63 117	0.053821800090456805 0.00819672131147541
46 111 65 28	0.015458937198067632 0.007451564828614009
46 111 67 21	0.001039765902325309 0.02533532041728763
46 111 67 61	0.016330988028943946 0.22727272727272727
46 111 69 21	0.004810261892036344 0.019374068554396422
46 111 69 61	0.013694434721736086 0.11400894187779434
46 111 73 12	0.016331360946745564 0.04769001490312966
46 111 73 39	0.007071364491899593 0.09761549925484352
46 111 73 40	0.007819346140883046 0.13189269746646795
46 111 73 57	0.000444926448096549 0.0067064083457526085
46 111 79 28	0.02078853046594982 0.07228017883755589
46 111 79 52	0.031795511221945134 0.022354694485842028
46 111 79 53	0.025 0.020864381520119227
46 111 79 95	0.00042517006802721087 0.0014903129657228018
46 111 88 12	0.02031465636213083 0.11475409836065574
46 111 88 39	0.010138674884437596 0.08867362146050671
46 111 88 40	0.010823424564365957 0.19597615499254845
46 111 88 57	0.0006309590577678071 0.005961251862891207
46 111 88 121	0.004286589099816289 0.0029806259314456036
46 111 96 61	0.02965599051008304 0.018628912071535022
46 111 109 12	0.018066847335140017 0.14381520119225039
46 111 109 20	0.011981487088541892 0.026825633383010434
46 111 109 39	0.009992251997114537 0.08718330849478391
46 111 109 40	0.00900628016397084 0.07600596125186289
46 111 109 53	0.03501945525291829 0.005216095380029807
46 111 109 57	0.0005825468950250495 0.005961251862891207
46 111 115 12	0.018909899888765295 0.06855439642324888
46 111 115 20	0.0037418974661166766 0.014157973174366617
46 111 115 39	0.017780382962094568 0.044709388971684055
46 111 115 40	0.010985336963270765 0.09239940387481371
46 111 115 57	0.0004636068613815484 0.0007451564828614009
46 111 120 40	0.026016260162601626 0.00819672131147541
46 111 120 61	0.020764119601328904 0.045454545454545456
46 111 121	0.0010463378176382662 0.005961251862891207
46 111 121 12	0.0011061946902654867 0.0007451564828614009
46 111 121 39	0.003215434083601286 0.0007451564828614009
46 111 121 40	0.2857142857142857 0.0014903129657228018
46 111 121 52	0.01491442542787286 0.014157973174366617
46 111 121 56	0.002852512155591572 0.012667660208643815
46 111 123 12	0.014850960008486264 0.06035767511177347
46 111 123 39	0.011737173717371737 0.09538002980625931
46 111 123 40	0.00786468705099443 0.08494783904619971
46 111 123 57	0.0011322178890426468 0.007451564828614009
49 94 108 12	0.15 0.0022354694485842027
49 111 123 12	0.2 0.0007451564828614009
49 114 2 40	0.0125 0.0007451564828614009
49 114 12	0.25735294117647056 0.04769001490312966
49 114 20	0.0008956560680698612 0.0014903129657228018
49 114 20 95	0.0003573601296706756 0.009687034277198211
49 114 30 95	0.00043583343238638614 0.0022354694485842027
49 114 35 80	0.00014755791648221928 0.0037257824143070045
49 114 39	0.01643192488262911 0.005961251862891207
49 114 40	0.01536983669548511 0.014903129657228018
49 114 40 27	0.0005649717514124294 0.0007451564828614009
49 114 52	0.010452961672473868 0.0022354694485842027
49 114 67 61	0.02030456852791878 0.0037257824143070045
49 114 88 39	0.0625 0.0007451564828614009
49 114 91 40	0.01015228426395939 0.0007451564828614009
49 114 108 12	0.15 0.0022354694485842027
49 114 121 40	0.2857142857142857 0.0014903129657228018
49 114 121 52	0.125 0.0007451564828614009
49 114 121 56	0.043478260869565216 0.0007451564828614009
49 114 123 12	0.2 0.0007451564828614009
50 1 66 12	0.0392156862745098 0.0022354694485842027
50 8 8 12	0.6 0.0007451564828614009
50 8 12	1.0 0.0007451564828614009
50 8 73 12	0.6363636363636364 0.0007451564828614009
50 10 75 12	0.08 0.0007451564828614009
50 12	0.2857142857142857 0.0014903129657228018
50 12 77 12	0.08421052631578947 0.0022354694485842027
50 12 105 12	0.03571428571428571 0.0007451564828614009
50 12 105 40	0.013071895424836602 0.0014903129657228018
50 20 18 34	0.016483516483516484 0.0014903129657228018
50 20 34	0.25 0.0014903129657228018
50 20 85 39	0.19606598984771573 0.0037257824143070045
50 20 85 40	0.07516611295681064 0.0029806259314456036
50 23 10 28	0.5 0.0007451564828614009
50 23 12	1.0 0.0022354694485842027
50 23 40	0.6666666666666666 0.0014903129657228018
50 24 89 12	0.026717557251908396 0.0029806259314456036
50 24 89 39	0.034782608695652174 0.0029806259314456036
50 24 89 40	0.015584415584415584 0.0029806259314456036
50 35 100 39	0.07383100902378999 0.0014903129657228018
50 46 111 12	0.02024551117625504 0.01713859910581222
50 46 111 39	0.015047879616963064 0.009687034277198211
50 46 111 40	0.009870238285230244 0.010432190760059613
50 46 111 57	0.0008860759493670886 0.0022354694485842027
50 50 12	0.9310344827586207 0.019374068554396422
50 50 20 95	0.008537886872998933 0.004470938897168405
50 50 40	0.5 0.0037257824143070045
50 50 73 12	1.0 0.0007451564828614009
50 50 115 12	0.2222222222222222 0.0014903129657228018
50 51 116 12	0.014492753623188406 0.0014903129657228018
50 73 8 12	0.6 0.0007451564828614009
50 73 12	1.0 0.0007451564828614009
50 73 73 12	0.6 0.0007451564828614009
50 88 12	1.0 0.0022354694485842027
50 115 8 12	1.0 0.0007451564828614009
50 115 12	1.0 0.021609538002980627
50 115 73 40	1.0 0.0014903129657228018
50 123 58 12	0.5 0.0007451564828614009
51 0 12	0.5 0.0007451564828614009
51 0 58 40	0.5 0.0007451564828614009
51 14 12	0.05172413793103448 0.0022354694485842027
51 14 73 40	0.03571428571428571 0.0007451564828614009
51 15 80	0.0049833887043189366 0.004470938897168405
51 15 80 34	0.014285714285714285 0.004470938897168405
51 15 80 95	0.006157635467980296 0.005216095380029807
51 15 80 117	0.03125 0.0022354694485842027
51 15 100 39	0.015625 0.00819672131147541
51 15 100 40	0.0156794425087108 0.00894187779433681
51 30 18 83	0.0008697244780330751 0.0014903129657228018
51 30 18 92	0.0004378762999452655 0.0014903129657228018
51 30 18 95	0.00012744419764774425 0.005216095380029807
51 30 85 12	0.029310344827586206 0.00894187779433681
51 30 85 39	0.006049606775559589 0.007451564828614009
51 87 10 28	0.03773584905660377 0.0029806259314456036
51 87 44 39	0.034210526315789476 0.005216095380029807
51 87 45 52	0.012578616352201259 0.0007451564828614009
51 87 109 39	0.03773584905660377 0.004470938897168405
51 116 8 12	0.061946902654867256 0.00819672131147541
51 116 8 39	0.014754098360655738 0.00819672131147541
51 116 8 40	0.04134831460674157 0.01713859910581222
51 116 10 28	0.027603513174404015 0.01639344262295082
51 116 10 53	0.042682926829268296 0.0067064083457526085
51 116 12	0.06042835288118307 0.21982116244411326
51 116 12 27	0.0020938946440379105 0.00894187779433681
51 116 12 92	0.002173664340464478 0.00894187779433681
51 116 12 117	0.0007504524787003929 0.00894187779433681
51 116 15 80	0.0005918377849827595 0.0067064083457526085
51 116 16 28	0.05755395683453238 0.00894187779433681
51 116 16 52	0.05014749262536873 0.014903129657228018
51 116 18 95	0.0006975446428571429 0.0037257824143070045
51 116 20	0.00829124896359388 0.014157973174366617
51 116 20 18	0.0019387342225264843 0.01713859910581222
51 116 20 27	0.003593969144460028 0.014903129657228018
51 116 20 34	0.029346272724251388 0.040983606557377046
51 116 20 56	0.0021008403361344537 0.0014903129657228018
51 116 20 83	0.0019891346844779613 0.01639344262295082
51 116 20 92	0.0033233147720820723 0.013412816691505217
51 116 20 95	0.0005537483629651536 0.06557377049180328
51 116 20 98	0.0005367686527106817 0.0014903129657228018
51 116 20 117	0.01237830932558037 0.023099850968703428
51 116 23 12	0.027944111776447105 0.009687034277198211
51 116 23 39	0.01912568306010929 0.009687034277198211
51 116 23 40	0.014925373134328358 0.013412816691505217
51 116 27 34	0.006329113924050633 0.0007451564828614009
51 116 27 95	0.0014720314033366045 0.0022354694485842027
51 116 33 53	1.0 0.0007451564828614009
51 116 34	0.01282051282051282 0.005961251862891207
51 116 35 80	0.0002599240067977042 0.029061102831594635
51 116 39	0.02340269928861113 0.08271236959761549
51 116 39 27	0.0009681881051175657 0.004470938897168405
51 116 39 92	0.0016806722689075631 0.005216095380029807
51 116 39 99	0.005340328851829296 0.013412816691505217
51 116 40	0.016896055875102713 0.09761549925484352
51 116 40 27	0.000594118229527676 0.0029806259314456036
51 116 40 52	0.005224164133738602 0.005216095380029807
51 116 40 83	0.003386960203217612 0.009687034277198211
51 116 40 95	0.000671591672263264 0.0007451564828614009
51 116 40 117	3.8114113656286925e-05 0.0007451564828614009
51 116 43 28	0.039755351681957186 0.0067064083457526085
51 116 44 12	0.03114334470989761 0.02384500745156483
51 116 44 39	0.03402489626556016 0.02459016393442623
51 116 44 40	0.01694017998941239 0.01639344262295082
51 116 44 57	0.0007836990595611285 0.0007451564828614009
51 116 45 28	0.031105506515342583 0.012667660208643815
51 116 45 52	0.02558519324986391 0.013412816691505217
51 116 50 39	0.02952029520295203 0.005961251862891207
51 116 57	0.0038590604026845637 0.011177347242921014
51 116 57 99	0.008048289738430584 0.0029806259314456036
51 116 57 117	0.006134969325153374 0.0037257824143070045
51 116 58 40	0.046610169491525424 0.02384500745156483
51 116 67 21	0.026300743281875358 0.007451564828614009
51 116 67 61	0.017687074829931974 0.045454545454545456
51 116 69 21	0.029069767441860465 0.0067064083457526085
51 116 69 61	0.01650943396226415 0.00894187779433681
51 116 73 39	0.014308426073131956 0.00819672131147541
51 116 73 40	0.04134831460674157 0.01713859910581222
51 116 79 28	0.0427807486631016 0.005961251862891207
51 116 79 53	0.14285714285714285 0.0014903129657228018
51 116 83 34	0.013392857142857142 0.0022354694485842027
51 116 83 95	0.0006517205422314911 0.0037257824143070045
51 116 85 39	0.011884550084889643 0.0037257824143070045
51 116 88 12	0.027944111776447105 0.009687034277198211
51 116 88 39	0.01912568306010929 0.009687034277198211
51 116 88 40	0.014735432016075016 0.013412816691505217
51 116 92 95	0.0010438413361169101 0.0014903129657228018
51 116 95	0.0032076984763432237 0.0029806259314456036
51 116 109 12	0.02316076294277929 0.030551415797317436
51 116 109 39	0.018434670116429495 0.014903129657228018
51 116 109 40	0.009326113116726835 0.012667660208643815
51 116 115 12	0.011583011583011582 0.0022354694485842027
51 116 117	0.020202020202020204 0.005216095380029807
51 116 122 20	0.03125 0.0014903129657228018
51 116 123 40	0.0226928895612708 0.009687034277198211
51 116 126 61	0.007936507936507936 0.0014903129657228018
51 116 128 40	0.7142857142857143 0.0007451564828614009
53	0.6666666666666666 0.0014903129657228018
53 18 85 12	0.005714285714285714 0.0007451564828614009
53 18 85 39	0.0009178522257916476 0.0007451564828614009
53 18 85 40	0.00027329871549603714 0.0007451564828614009
53 18 105 39	0.047619047619047616 0.0007451564828614009
53 18 126 61	0.006557377049180328 0.0007451564828614009
53 77 12	0.21052631578947367 0.0014903129657228018
53 83 85 12	0.005714285714285714 0.0007451564828614009
53 83 85 39	0.0009178522257916476 0.0007451564828614009
53 83 86 61	0.0029239766081871343 0.0007451564828614009
53 83 126 61	0.006557377049180328 0.0007451564828614009
53 92 92	0.25 0.0007451564828614009
53 104 39	0.8387096774193549 0.0014903129657228018
53 104 40	0.5294117647058824 0.0014903129657228018
53 105 40	0.9852941176470589 0.0014903129657228018
