1 66	1.1584196838672682e-05 0.000726480203414457
46 102 6 71	9.958551820526292e-05 0.04104613149291682
46 102 10	0.03476617855455834 0.10715583000363241
46 102 10 32	0.023319994480474678 0.02397384671267708
46 102 10 97	0.005096660808435852 0.010533962949509626
46 102 12 93	0.0014623770273863334 0.003995641118779513
46 102 12 118	0.003474415666456096 0.01198692335633854
46 102 37 111	1.2059596209022518e-07 0.0010897203051216855
46 102 39 93	0.0015976993129892955 0.002905920813657828
46 102 44 10	0.010896309314586995 0.022520886305848167
46 102 53 93	0.00557302747201924 0.08754086451144207
46 102 53 118	0.0014568495051336602 0.022884126407555393
46 102 110 10	0.010720562390158173 0.022157646204140936
46 106 6 71	8.523911149275783e-05 0.03922993098438068
46 106 10	0.06293706293706294 0.000726480203414457
46 106 40 93	0.0017781729273171815 0.001452960406828914
46 106 40 118	0.00038724667613269654 0.0003632401017072285
46 111	2.207799079686313e-07 0.0010897203051216855
46 111 1 66	4.280726006939262e-06 0.0010897203051216855
46 111 6 71	0.00016885791213413514 0.19832909553214675
46 111 6 102	0.00018119828257941178 0.0018162005085361425
46 111 8 10	0.026075783081070024 0.2666182346531057
46 111 10	0.028962105529591494 0.7420995277878678
46 111 10 10	0.02869757174392936 0.011260443152924083
46 111 10 14	0.0002844209752419591 0.03160188884852888
46 111 10 32	0.03632614446842621 0.10134398837631675
46 111 10 33	0.04259768849752339 0.023247366509262624
46 111 10 75	1.7931251358152202e-07 0.0003632401017072285
46 111 10 79	0.0009139979650611344 0.006538321830730113
46 111 10 97	0.006760277972527533 0.26334907373774064
46 111 10 98	0.031036556840205842 0.017435524881946968
46 111 12 93	0.003869489962937181 0.19723937522702506
46 111 12 95	1.2187229724942487e-05 0.009081002542680712
46 111 12 117	0.00011950522026921011 0.001452960406828914
46 111 12 118	0.0010214218246057307 0.05012713403559753
46 111 20 86	1.841248940036169e-06 0.0018162005085361425
46 111 20 93	0.0015409143946344113 0.002179440610243371
46 111 20 95	2.882656086767418e-05 0.022520886305848167
46 111 22 71	0.00016743435566489616 0.08972030512168544
46 111 23 10	0.031932574872130304 0.34762077733381763
46 111 23 79	0.011417225117895259 0.01961496549219034
46 111 23 121	0.03683976919662672 0.01888848528877588
46 111 33 10	0.04380161411411412 0.14711224119142755
46 111 37 71	0.00025862788405207925 0.09516890664729385
46 111 37 94	0.006498366206859886 0.10025426807119506
46 111 37 102	5.663441394386882e-07 0.0010897203051216855
46 111 39	5.691020821168776e-07 0.0003632401017072285
46 111 39 93	0.003483592829473402 0.24555030875408645
46 111 39 95	8.752256441113725e-05 0.005448601525608427
46 111 39 117	6.680118342233384e-05 0.001452960406828914
46 111 39 118	0.0010794854647120091 0.050490374137304755
46 111 40	1.7207430237206147e-07 0.0003632401017072285
46 111 40 93	0.003524877379838055 0.2524518706865238
46 111 40 95	1.6977445333279005e-05 0.009081002542680712
46 111 40 117	1.1630557901394484e-05 0.001452960406828914
46 111 40 118	0.0010166319769738456 0.05266981474754813
46 111 43	0.0002986513317789733 0.027606247729749366
46 111 43 32	0.03479304139172166 0.022520886305848167
46 111 43 97	0.00010763104079216446 0.0003632401017072285
46 111 44 10	0.03141643543784438 0.33781329458772247
46 111 44 71	0.0001002723614141113 0.008354522339266255
46 111 44 79	0.0032239977572189513 0.002179440610243371
46 111 45 10	0.024717075571819916 0.43007628042135854
46 111 46 111	1.377508615218881e-07 0.0010897203051216855
46 111 50 10	0.023761607174381246 0.21758082092262987
46 111 53 93	0.0013435021970806607 0.02397384671267708
46 111 53 95	0.000273224043715847 0.0018162005085361425
46 111 53 117	0.00018652920029844672 0.001452960406828914
46 111 57 86	3.5968117860328604e-06 0.0003632401017072285
46 111 57 93	0.0025248330620245177 0.014892844169996368
46 111 57 95	8.452825549049442e-05 0.003995641118779513
46 111 57 118	0.0005913978494623656 0.003995641118779513
46 111 58 10	0.03175167648851859 0.1696331274972757
46 111 67 10	0.003977430394968088 0.0032691609153650564
46 111 73 10	0.026075783081070024 0.2666182346531057
46 111 75 10	0.03363518758085381 0.04177261169633127
46 111 75 123	0.0041928721174004195 0.000726480203414457
46 111 79	0.0044797524856180606 0.05521249545949873
46 111 79 10	0.015494393476044852 0.022520886305848167
46 111 79 32	0.030501557297819785 0.04649473301852525
46 111 79 33	0.06581352833638025 0.011623683254631312
46 111 79 97	0.002376237623762376 0.001452960406828914
46 111 88 10	0.029708943663885642 0.3345441336723574
46 111 88 79	0.014121258633921718 0.01961496549219034
46 111 88 121	0.037303370786516854 0.01888848528877588
46 111 97	0.0025157232704402514 0.0003632401017072285
46 111 109 10	0.029000354798651765 0.2971304031965129
46 111 115 10	0.022615616851928092 0.1936069742099528
46 111 121	0.004544846945595509 0.01670904467853251
46 111 123	0.00011585274434706756 0.000726480203414457
46 111 123 10	0.03907051501265303 0.2437341082455503
46 111 123 79	0.0031007751937984496 0.0003632401017072285
49 94 28 93	0.03333333333333333 0.0003632401017072285
49 94 53 93	0.03333333333333333 0.0003632401017072285
49 114 10	0.4647887323943662 0.011260443152924083
49 114 20 95	0.0006899724011039559 0.0003632401017072285
49 114 53 93	0.03333333333333333 0.0003632401017072285
49 114 55 10	0.5 0.000726480203414457
49 114 109 10	0.1 0.000726480203414457
50 1 66 10	0.02278481012658228 0.002905920813657828
50 6 71 10	0.031008924519739828 0.005811841627315656
50 10	0.26666666666666666 0.001452960406828914
50 10 75 10	0.088379705400982 0.0025426807119505995
50 20 27 95	0.00022336385972749609 0.0003632401017072285
50 23 10	1.0 0.000726480203414457
50 35 100 10	0.17333333333333334 0.0018162005085361425
50 40 77 10	0.26666666666666666 0.000726480203414457
50 40 105 10	0.13846153846153847 0.0018162005085361425
50 41 106 10	0.01680672268907563 0.002179440610243371
50 46 111 10	0.02421482899570549 0.011260443152924083
50 50 10	1.0 0.012350163458045769
50 50 115 10	0.4 0.001452960406828914
50 88 10	0.75 0.0010897203051216855
50 88 115 10	0.6666666666666666 0.000726480203414457
50 109 44 10	0.05 0.0003632401017072285
50 115 10	1.0 0.015256084271703597
50 115 50 10	0.3333333333333333 0.001452960406828914
50 115 115 10	0.4 0.001452960406828914
51 15 100 10	0.043478260869565216 0.000726480203414457
51 87 10	0.06666666666666667 0.002905920813657828
51 87 39 93	0.007407407407407408 0.002905920813657828
51 87 40 93	0.006666666666666667 0.002905920813657828
51 116 6 71	0.0003923028310071873 0.012713403559752997
51 116 10	0.10464570624120131 0.060297856883399926
51 116 10 32	0.0262891809908999 0.003995641118779513
51 116 10 97	0.006876487701666226 0.005811841627315656
51 116 12 93	0.003833420456525527 0.00944424264438794
51 116 12 95	0.00011588828369451848 0.0003632401017072285
51 116 39 93	0.004244996967859308 0.00980748274609517
51 116 39 118	0.0008635578583765112 0.0018162005085361425
51 116 40 93	0.003879419994912236 0.010897203051216855
51 116 40 118	0.0009714396735962696 0.0025426807119505995
51 116 45 10	0.059322033898305086 0.0025426807119505995
52 117 10	1.0 0.000726480203414457
53 15 80 93	0.07829181494661921 0.005448601525608427
53 15 80 95	0.007296733842946491 0.005085361423901199
53 15 100 10	0.0701219512195122 0.006175081729022884
53 18 18 95	0.0009160754367016404 0.000726480203414457
53 18 83 95	0.0009137637387766031 0.000726480203414457
53 27 27 93	0.060240963855421686 0.003995641118779513
53 27 92 93	0.05670103092783505 0.007991282237559027
53 27 92 95	0.009174311926605505 0.000726480203414457
53 27 105 10	0.1566265060240964 0.003995641118779513
53 27 117 93	0.03636363636363636 0.001452960406828914
53 27 118 10	0.18867924528301888 0.0025426807119505995
53 30 34 93	0.018375407865361498 0.014166363966581911
53 30 34 118	0.0030716723549488053 0.0018162005085361425
53 30 85 10	0.12527964205816555 0.008717762440973484
53 30 85 43	0.0008909479686386316 0.0018162005085361425
53 30 86 10	0.30368098159509205 0.013803123864874683
53 30 95	0.004634581105169341 0.00472212132219397
53 30 95 93	0.017865465278856612 0.01452960406828914
53 30 95 118	0.0021375133594584966 0.0018162005085361425
53 30 105 10	0.4 0.002179440610243371
53 30 117 93	0.01680672268907563 0.00980748274609517
53 30 117 118	0.0030257186081694403 0.0018162005085361425
53 34 77 10	0.08928571428571429 0.001452960406828914
53 34 93	0.03164556962025317 0.0018162005085361425
53 34 93 33	0.5 0.0003632401017072285
53 34 99 95	0.002770083102493075 0.000726480203414457
53 34 104 10	0.06521739130434782 0.0010897203051216855
53 34 105 10	0.11016949152542373 0.002179440610243371
53 34 118 10	0.08064516129032258 0.002179440610243371
53 45 110 95	0.0006815761448349308 0.000726480203414457
53 52 34 93	0.01773274224192527 0.007991282237559027
53 52 86 10	0.10382513661202186 0.006538321830730113
53 52 93	0.02702702702702703 0.0003632401017072285
53 52 93 32	0.08 0.000726480203414457
53 52 95	0.007067137809187279 0.001452960406828914
53 52 95 10	0.47058823529411764 0.0018162005085361425
53 52 95 93	0.016726943942133816 0.007991282237559027
53 52 105 10	0.05405405405405406 0.0003632401017072285
53 52 117 10	0.5 0.0003632401017072285
53 52 117 93	0.01955392606171708 0.007991282237559027
53 52 118	0.006993006993006993 0.0003632401017072285
53 52 118 10	0.07368421052631578 0.002179440610243371
53 77 6 71	8.703182318614802e-05 0.004358881220486742
53 77 8 10	0.13333333333333333 0.000726480203414457
53 77 10	0.06031746031746032 0.010897203051216855
53 77 10 32	0.0695364238410596 0.002905920813657828
53 77 10 97	0.009266409266409266 0.004358881220486742
53 77 12 93	0.015945662700149906 0.01670904467853251
53 77 12 118	0.002883513767490957 0.0032691609153650564
53 77 20 95	0.0022941898308701915 0.003632401017072285
53 77 33 10	0.3333333333333333 0.000726480203414457
53 77 39 93	0.01541178359287205 0.01198692335633854
53 77 39 118	0.00287035560516664 0.002179440610243371
53 77 40 93	0.015333681826102109 0.014892844169996368
53 77 40 118	0.0016183610416360158 0.0018162005085361425
53 77 44 10	0.044989775051124746 0.006538321830730113
53 77 45 10	0.20408163265306123 0.0032691609153650564
53 77 57 93	0.017690875232774673 0.006901561932437341
53 77 73 10	0.13333333333333333 0.000726480203414457
53 77 123 10	0.10526315789473684 0.001452960406828914
53 83 18 95	0.0009748981000188835 0.000726480203414457
53 83 83 95	0.000979004691722081 0.000726480203414457
53 85 10	0.16666666666666666 0.0003632401017072285
53 85 12 93	0.05442176870748299 0.0018162005085361425
53 85 20 95	0.02620221948212084 0.000726480203414457
53 85 39 93	0.08056872037914692 0.0018162005085361425
53 85 40 93	0.1162280701754386 0.0018162005085361425
53 85 40 95	0.02702702702702703 0.000726480203414457
53 86 6 71	0.0002752167331773772 0.000726480203414457
53 86 10	0.21739130434782608 0.0025426807119505995
53 86 10 97	0.016260162601626018 0.001452960406828914
53 86 10 98	0.3888888888888889 0.0003632401017072285
53 86 21 95	0.015249266862170088 0.000726480203414457
53 86 53 93	0.10194174757281553 0.0018162005085361425
53 92 27 93	0.060209424083769635 0.003995641118779513
53 92 30 95	0.012453300124533 0.0018162005085361425
53 92 92 93	0.0621301775147929 0.003995641118779513
53 92 92 95	0.009174311926605505 0.000726480203414457
53 92 93	0.17391304347826086 0.001452960406828914
53 92 105 10	0.1702127659574468 0.002905920813657828
53 92 118 10	0.2 0.0025426807119505995
53 93	0.025499655410062026 0.013439883763167454
53 93 6 71	0.0001813005291289517 0.005085361423901199
53 93 25 90	0.00468384074941452 0.0018162005085361425
53 93 28 93	0.017002457002457002 0.01452960406828914
53 93 28 118	0.0035311921977467632 0.002179440610243371
53 93 29 94	0.015907447577729574 0.005085361423901199
53 93 30 95	0.00832552815069206 0.002905920813657828
53 93 32	0.060240963855421686 0.004358881220486742
53 93 32 32	0.03896103896103896 0.0010897203051216855
53 93 32 97	0.009411362080766598 0.010897203051216855
53 93 32 98	0.03314917127071823 0.0003632401017072285
53 93 33	0.25 0.000726480203414457
53 93 52 93	0.020100502512562814 0.00726480203414457
53 93 53 93	0.018569735282497037 0.00944424264438794
53 93 53 118	0.0033657442034405387 0.002179440610243371
53 93 75 10	0.05272689853879399 0.03341808935706502
53 93 79 32	0.08 0.000726480203414457
53 93 81 10	0.04918032786885246 0.0032691609153650564
53 93 97 32	0.06269592476489028 0.002905920813657828
53 93 98	0.09523809523809523 0.001452960406828914
53 95	0.02702702702702703 0.000726480203414457
53 95 6 71	0.0002944640753828033 0.0003632401017072285
53 95 27 93	0.3333333333333333 0.000726480203414457
53 95 30 95	0.026185421089879687 0.000726480203414457
53 95 33	0.029411764705882353 0.0003632401017072285
53 95 75 10	0.391304347826087 0.000726480203414457
53 95 93	0.3333333333333333 0.000726480203414457
53 95 98	0.5 0.0003632401017072285
53 95 118 10	0.2222222222222222 0.000726480203414457
53 98 33 93	0.06060606060606061 0.002179440610243371
53 98 33 118	0.0196078431372549 0.0010897203051216855
53 98 52 93	0.06060606060606061 0.002179440610243371
53 98 52 118	0.0196078431372549 0.0010897203051216855
53 98 104 10	0.044444444444444446 0.0003632401017072285
53 99 34 93	0.017292490118577076 0.008717762440973484
53 99 34 118	0.002937816223274033 0.0010897203051216855
53 99 85 10	0.05504587155963303 0.010170722847802398
53 99 86 10	0.16831683168316833 0.014166363966581911
53 99 95	0.0016369961121342337 0.002905920813657828
53 99 95 10	0.4375 0.001452960406828914
53 99 95 33	0.0024449877750611247 0.000726480203414457
53 99 95 93	0.016423357664233577 0.008354522339266255
53 99 117 93	0.017485978225008247 0.006901561932437341
53 99 117 118	0.0028994845360824743 0.0010897203051216855
53 104 6 71	9.934296617543283e-05 0.005811841627315656
53 104 10	0.043697478991596636 0.006538321830730113
53 104 10 32	0.05647058823529412 0.0032691609153650564
53 104 12 93	0.016166696604993713 0.010897203051216855
53 104 12 118	0.0033195020746887966 0.002905920813657828
53 104 20 95	0.0051809570418194055 0.00472212132219397
53 104 37 71	0.00018397571520559287 0.000726480203414457
53 104 39 93	0.019032633698650835 0.013439883763167454
53 104 39 118	0.002814895026230301 0.002179440610243371
53 104 40 93	0.019393919917732504 0.017435524881946968
53 104 40 118	0.0024852927297322803 0.002905920813657828
53 104 43	0.0013901760889712697 0.0010897203051216855
53 104 45 10	0.1 0.0003632401017072285
53 104 57 93	0.015296640457469621 0.009081002542680712
53 104 57 118	0.0033449477351916376 0.002179440610243371
53 104 58 10	0.05555555555555555 0.0003632401017072285
53 105 6 71	0.00011296532146833054 0.010533962949509626
53 105 8 10	0.04516129032258064 0.0025426807119505995
53 105 10	0.0632065775950668 0.02687976752633491
53 105 10 32	0.0694980694980695 0.006175081729022884
53 105 10 33	0.06451612903225806 0.001452960406828914
53 105 10 97	0.00533249686323714 0.005811841627315656
53 105 12 93	0.015582191780821918 0.014166363966581911
53 105 12 118	0.0015349194167306216 0.001452960406828914
53 105 20 95	0.003895156501823734 0.005811841627315656
53 105 23 10	0.05925925925925926 0.002905920813657828
53 105 33 10	0.034482758620689655 0.0003632401017072285
53 105 39 93	0.019387499216350072 0.02143116600072648
53 105 39 118	0.0025285442809354045 0.0032691609153650564
53 105 40 93	0.01761944274609136 0.013439883763167454
53 105 40 118	0.003117554620570791 0.002179440610243371
53 105 44 10	0.09433962264150944 0.0018162005085361425
53 105 45 10	0.11363636363636363 0.013439883763167454
53 105 50 10	0.06060606060606061 0.000726480203414457
53 105 53 93	0.007462686567164179 0.0003632401017072285
53 105 73 10	0.04516129032258064 0.0025426807119505995
53 105 88 10	0.05925925925925926 0.002905920813657828
53 105 115 10	0.05555555555555555 0.000726480203414457
53 105 123 10	0.021052631578947368 0.000726480203414457
53 117 28 93	0.020168067226890758 0.00726480203414457
53 117 30 95	0.013002364066193853 0.001452960406828914
53 117 52 93	0.02617801047120419 0.011623683254631312
53 117 52 118	0.00655857168883221 0.002179440610243371
53 117 77 10	0.08928571428571429 0.001452960406828914
53 117 93	0.024489795918367346 0.002179440610243371
53 117 105 10	0.0794979079497908 0.003995641118779513
53 117 118 10	0.08092485549132948 0.0025426807119505995
53 118	0.003157894736842105 0.002179440610243371
53 118 6 71	0.00022004496816400686 0.01452960406828914
53 118 10	0.22068283028203858 0.1300399564111878
53 118 10 32	0.0692588092345079 0.005448601525608427
53 118 10 33	0.14634146341463414 0.002905920813657828
53 118 10 97	0.009146341463414634 0.013076643661460226
53 118 10 98	0.07547169811320754 0.0032691609153650564
53 118 21 95	0.011293260473588343 0.005811841627315656
53 118 25 90	0.010820559062218215 0.001452960406828914
53 118 28 93	0.018656716417910446 0.010533962949509626
53 118 28 118	0.0034655371582595304 0.002179440610243371
53 118 29 94	0.025039123630672927 0.004358881220486742
53 118 30 95	0.005161830357142857 0.0032691609153650564
53 118 32	0.0410958904109589 0.0010897203051216855
53 118 32 97	0.009970089730807577 0.006175081729022884
53 118 32 98	0.03225806451612903 0.0003632401017072285
53 118 40 93	0.011428571428571429 0.000726480203414457
53 118 53 93	0.01840370524664886 0.013439883763167454
53 118 53 118	0.0037593984962406013 0.002179440610243371
53 118 75 10	0.07539118065433854 0.012713403559752997
53 118 79	0.0625 0.000726480203414457
53 118 98 10	0.10256410256410256 0.001452960406828914
53 118 109 10	0.06315789473684211 0.002179440610243371
53 118 110 10	0.09900990099009901 0.01670904467853251
53 121 56 93	0.013824884792626729 0.005448601525608427
53 121 105 10	0.2 0.0003632401017072285
53 122 8 10	0.25 0.0003632401017072285
53 122 10	0.25 0.0003632401017072285
53 122 12 93	0.01811248808388942 0.006901561932437341
53 122 39 93	0.015337423312883436 0.010170722847802398
53 122 39 118	0.0033328704346618524 0.002179440610243371
53 122 45 10	0.5 0.0003632401017072285
53 122 57 93	0.015096786144299342 0.009081002542680712
53 122 57 118	0.0032927833165645294 0.002179440610243371
53 126 2 10	0.04384133611691023 0.007628042135851798
53 126 21 95	0.00018059156637385035 0.003632401017072285
53 126 61 93	0.014031359293160862 0.013803123864874683
53 126 61 118	0.0030193770125834145 0.0025426807119505995
55 120 10	1.0 0.0003632401017072285
56 1 66 10	0.010126582278481013 0.0003632401017072285
56 6 71 10	0.03007518796992481 0.0003632401017072285
56 12 105 10	0.2 0.000726480203414457
56 40 105 10	0.2 0.000726480203414457
57 104 10	0.25 0.0003632401017072285
57 122 10	0.5862068965517241 0.023247366509262624
57 122 20 95	0.0012404825049191547 0.0003632401017072285
57 122 40 118	0.0014847809948032665 0.0003632401017072285
58 1 66 10	0.03 0.001452960406828914
58 6 71 10	0.06690140845070422 0.003995641118779513
58 8 123 10	0.8333333333333334 0.0010897203051216855
58 10	0.2 0.000726480203414457
58 10 28 93	0.017543859649122806 0.0003632401017072285
58 10 32	0.2 0.0003632401017072285
58 10 75 10	0.29226069246435843 0.002905920813657828
58 12 77 10	0.07692307692307693 0.0003632401017072285
58 12 105 10	0.07894736842105263 0.000726480203414457
58 12 118 10	0.08695652173913043 0.0003632401017072285
58 35 100 10	0.14285714285714285 0.000726480203414457
58 36 101 10	0.03676470588235294 0.000726480203414457
58 37 102 10	0.016216216216216217 0.0003632401017072285
58 40 77 10	0.0392156862745098 0.000726480203414457
58 40 93	0.019230769230769232 0.000726480203414457
58 41 106 10	0.1076051779935275 0.0025426807119505995
58 46 111 10	0.0466802860061287 0.01198692335633854
58 46 111 43	0.001105460977227504 0.001452960406828914
58 73 123 10	0.8333333333333334 0.0010897203051216855
58 123 10	0.9473684210526315 0.01198692335633854
58 123 23 10	0.6666666666666666 0.0032691609153650564
58 123 58 10	0.2 0.000726480203414457
58 123 79	1.0 0.0003632401017072285
58 123 88 10	0.6666666666666666 0.0032691609153650564
62 101 10	0.11224489795918367 0.003632401017072285
62 101 12 93	0.00423728813559322 0.000726480203414457
62 127 10	0.2964824120603015 0.017435524881946968
62 127 10 97	0.03355704697986577 0.0018162005085361425
63 128 6 71	0.0003798409517036271 0.005085361423901199
63 128 10	0.11988716502115655 0.014892844169996368
63 128 39 118	0.0037593984962406013 0.0010897203051216855
63 128 45 10	0.05714285714285714 0.001452960406828914
67 2 6 71	0.0003751774969487147 0.008717762440973484
67 2 8 10	0.2631578947368421 0.000726480203414457
67 2 10	0.4781368821292776 0.08754086451144207
67 2 10 32	0.08375209380234507 0.004358881220486742
67 2 10 97	0.016784155756965426 0.00944424264438794
67 2 12 118	0.0051813471502590676 0.000726480203414457
67 2 20 95	0.00022651339260433773 0.000726480203414457
67 2 23 10	0.11627906976744186 0.0010897203051216855
67 2 39 93	0.024853801169590642 0.00726480203414457
67 2 40 93	0.007352941176470588 0.00472212132219397
67 2 40 118	0.003034243606415258 0.0018162005085361425
67 2 45 10	0.25925925925925924 0.009081002542680712
67 2 50 10	0.3333333333333333 0.0018162005085361425
67 2 67 10	1.0 0.0003632401017072285
67 2 79	0.11764705882352941 0.000726480203414457
67 2 109 10	0.07166123778501629 0.005811841627315656
67 2 110 10	0.2222222222222222 0.002179440610243371
67 4 10	1.0 0.000726480203414457
67 6 71 10	0.03937007874015748 0.000726480203414457
67 10	1.0 0.0003632401017072285
67 10 75 10	0.875 0.0003632401017072285
67 21 34 93	0.011614401858304297 0.002905920813657828
67 21 85 10	0.07668944570994685 0.009081002542680712
67 38 100 10	0.04779411764705882 0.0010897203051216855
67 38 103 10	0.1 0.000726480203414457
67 61 77 10	0.03900709219858156 0.003632401017072285
67 61 85 10	0.07317073170731707 0.002905920813657828
67 61 93	0.0076045627376425855 0.001452960406828914
67 61 95	0.0005793742757821553 0.0003632401017072285
67 61 104 10	0.046413502109704644 0.0025426807119505995
67 61 105 10	0.05108556832694764 0.007991282237559027
67 61 117 93	0.02127659574468085 0.000726480203414457
67 61 118	0.0051635111876075735 0.0010897203051216855
67 61 118 10	0.037366548042704624 0.005085361423901199
69 2 10	1.0 0.000726480203414457
69 4 10	1.0 0.0010897203051216855
73 1 66 10	0.02653748946925021 0.002179440610243371
73 6 71	0.00044786814761734145 0.001452960406828914
73 6 71 10	0.04681946316950607 0.00980748274609517
73 6 71 32	0.029411764705882353 0.001452960406828914
73 8 8 10	0.568426724137931 0.007628042135851798
73 8 10	0.6772486772486772 0.01634580457682528
73 8 40 118	0.009717314487632508 0.000726480203414457
73 8 45 10	0.625 0.0018162005085361425
73 8 73 10	0.5947416137805984 0.007628042135851798
73 10	0.41025641025641024 0.00472212132219397
73 10 32 97	0.022871664548919948 0.004358881220486742
73 10 75 10	0.23535704733886065 0.007628042135851798
73 10 97 32	0.12371134020618557 0.0010897203051216855
73 12 77 10	0.14285714285714285 0.0010897203051216855
73 16 81 10	0.09523809523809523 0.000726480203414457
73 33 98 10	0.75 0.001452960406828914
73 35 100 10	0.09836065573770492 0.0003632401017072285
73 36 101 10	0.06896551724137931 0.000726480203414457
73 37 102 10	0.0018018018018018018 0.0003632401017072285
73 39 77 10	0.0625 0.0003632401017072285
73 40 104 10	0.04950495049504951 0.0010897203051216855
73 40 105 10	0.1796875 0.005085361423901199
73 40 118	0.016304347826086956 0.000726480203414457
73 41 106 10	0.040397762585456805 0.003995641118779513
73 45 10	0.5 0.001452960406828914
73 45 110 10	0.6551724137931034 0.002905920813657828
73 46 111 10	0.028818570987245686 0.015982564475118054
73 46 111 79	0.0021119324181626186 0.0003632401017072285
73 67 2 10	0.25 0.000726480203414457
73 73 8 10	0.5557553956834532 0.007628042135851798
73 73 10	0.6772486772486772 0.01634580457682528
73 73 40 118	0.009717314487632508 0.000726480203414457
73 73 45 10	0.625 0.0018162005085361425
73 73 73 10	0.5557553956834532 0.007628042135851798
73 123 58 10	0.5555555555555556 0.0018162005085361425
75 6 71 10	0.020676691729323307 0.0003632401017072285
75 10	0.5 0.0003632401017072285
75 10 10	1.0 0.0003632401017072285
75 10 75 10	0.4966442953020134 0.0003632401017072285
75 37 102 10	0.032432432432432434 0.0003632401017072285
75 46 111 10	0.020953378732320588 0.0003632401017072285
79	0.92 0.008354522339266255
79 6 71	0.0037179840264389974 0.00726480203414457
79 6 71 10	0.03663613655287261 0.013439883763167454
79 14 10	1.0 0.020341445695604796
79 14 39 93	0.25 0.0003632401017072285
79 14 79	0.9333333333333333 0.008354522339266255
79 14 97	1.0 0.0003632401017072285
79 28 93	0.10588235294117647 0.0032691609153650564
79 28 104 10	0.1724137931034483 0.001452960406828914
79 28 104 79	0.2 0.0003632401017072285
79 28 118 79	0.3333333333333333 0.0003632401017072285
79 32	0.07692307692307693 0.0003632401017072285
79 32 10	1.0 0.0003632401017072285
79 32 75 10	0.04050833995234313 0.002905920813657828
79 32 79	1.0 0.0003632401017072285
79 32 97	0.05423728813559322 0.005085361423901199
79 56 79	1.0 0.0003632401017072285
79 75 6 71	0.0015629522431259044 0.007628042135851798
79 75 10	0.5808219178082191 0.017435524881946968
79 75 10 32	0.06936416184971098 0.0010897203051216855
79 75 10 97	0.02185792349726776 0.002179440610243371
79 75 40 93	0.027972027972027972 0.0018162005085361425
79 75 44 79	0.3333333333333333 0.0003632401017072285
79 75 53 93	0.14285714285714285 0.0003632401017072285
79 75 79	0.9310344827586207 0.008354522339266255
79 75 79 32	0.125 0.000726480203414457
79 75 121	1.0 0.0003632401017072285
79 98 10	1.0 0.0025426807119505995
88 1 66 10	0.04010115606936416 0.00472212132219397
88 6 71	0.0004488330341113106 0.0018162005085361425
88 6 71 10	0.035632183908045977 0.009081002542680712
88 6 71 79	0.020202020202020204 0.000726480203414457
88 10	0.06666666666666667 0.000726480203414457
88 10 32 97	0.004228329809725159 0.000726480203414457
88 10 56 79	0.6666666666666666 0.000726480203414457
88 10 75 10	0.05233889434085705 0.005448601525608427
88 12 118 10	0.021739130434782608 0.0003632401017072285
88 20 95	0.0006285355122564425 0.0003632401017072285
88 23 10	1.0 0.032328369051943334
88 23 50 10	0.6666666666666666 0.000726480203414457
88 23 79	1.0 0.0010897203051216855
88 23 88 121	1.0 0.0003632401017072285
88 23 121	1.0 0.0003632401017072285
88 35 100 10	0.060941828254847646 0.002179440610243371
88 37 102 10	0.03063063063063063 0.001452960406828914
88 40 77 79	0.16666666666666666 0.0003632401017072285
88 40 93	0.024793388429752067 0.0010897203051216855
88 40 105 10	0.06103286384976526 0.002905920813657828
88 41 106 10	0.03746684350132626 0.004358881220486742
88 46 102 10	0.029535864978902954 0.002179440610243371
88 46 111 10	0.03897173106812551 0.02905920813657828
88 46 111 43	6.247657128576784e-05 0.0003632401017072285
88 46 111 79	0.009321595028482652 0.0032691609153650564
88 46 111 121	0.0176 0.0018162005085361425
88 51 116 10	0.03546099290780142 0.001452960406828914
88 58 123 10	0.6428571428571429 0.0032691609153650564
88 79	0.5 0.0003632401017072285
88 79 14 10	0.3333333333333333 0.0003632401017072285
88 79 14 121	1.0 0.0003632401017072285
88 88 10	1.0 0.03160188884852888
88 88 115 10	0.6666666666666666 0.000726480203414457
88 115 10	1.0 0.000726480203414457
88 115 115 10	0.5 0.0003632401017072285
88 121	1.0 0.0003632401017072285
88 121 75 10	0.5128205128205128 0.0003632401017072285
97	1.0 0.0003632401017072285
97 6 71	0.0018399264029438822 0.0003632401017072285
97 14 10	1.0 0.0003632401017072285
97 28 93	0.058823529411764705 0.0003632401017072285
97 32 79	1.0 0.0003632401017072285
97 75 10	1.0 0.0003632401017072285
97 75 97	1.0 0.0003632401017072285
98 1 66 10	0.15789473684210525 0.0003632401017072285
98 6 71 10	0.05404854170915766 0.004358881220486742
98 10	0.3125 0.0018162005085361425
98 10 28 93	0.02564102564102564 0.0010897203051216855
98 10 29 94	0.03508771929824561 0.000726480203414457
98 10 75 10	0.39423942394239425 0.002179440610243371
98 10 97 32	0.10869565217391304 0.0003632401017072285
98 24 89 10	0.11428571428571428 0.0003632401017072285
98 33 10	1.0 0.00726480203414457
98 33 98 10	0.25 0.0018162005085361425
98 33 110 10	0.3 0.0010897203051216855
98 35 100 10	0.06037735849056604 0.001452960406828914
98 36 101 10	0.14942528735632185 0.001452960406828914
98 40 105 10	0.07692307692307693 0.0003632401017072285
98 40 118 10	0.023809523809523808 0.0003632401017072285
98 41 106 10	0.03901170351105332 0.0018162005085361425
98 44 71 10	0.16981132075471697 0.000726480203414457
